state,date,new_cases,new_deaths,total_cases,new_deaths,people_vaccinated_per_hundred
FL,2021-08-17,23822,361,2988186,361,61.5
WV,2020-02-25,0,0,0,0,
TX,2021-07-07,1846,6,2997665,6,48.7
AR,2020-05-27,97,1,6277,1,
WV,2021-11-20,635,0,288247,0,53.8
CO,2021-01-21,2074,18,392582,18,0.0
MA,2021-06-02,134,3,707265,3,66.7
TX,2021-05-27,1289,29,2940203,29,43.5
CO,2020-06-22,143,4,31447,4,
FL,2021-08-09,20809,296,2810480,296,59.9
MA,2020-02-29,0,0,1,0,
WV,2021-10-14,1264,50,257042,50,48.6
KS,2021-01-05,0,0,231317,0,0.0
KS,2020-02-01,0,0,0,0,
MP,2021-05-10,1,0,170,0,41.1
PR,2021-11-26,104,0,187822,0,84.2
MA,2021-08-05,1171,2,725189,2,73.1
TX,2021-12-13,4237,9,4376245,9,65.3
UT,2021-05-05,480,2,398979,2,40.5
GA,2021-09-16,5852,197,1519522,197,53.5
KS,2022-03-14,95,22,768820,22,73.8
UT,2021-11-19,1764,17,582929,17,63.3
UT,2020-06-02,252,-1,10353,-1,
MP,2020-04-16,0,0,13,0,
MA,2020-04-03,1436,39,10402,39,
PR,2021-07-16,176,0,142866,0,67.3
UT,2022-03-19,0,0,926442,0,71.5
CO,2020-04-11,438,24,7085,24,
PR,2021-08-06,452,8,151729,8,69.5
AR,2021-08-30,882,33,450265,33,53.1
HI,2021-07-11,91,0,37025,0,70.4
KS,2020-12-13,0,0,185294,0,
UT,2020-09-03,458,1,54061,1,
PR,2021-11-07,67,0,185243,0,82.5
AR,2021-12-03,1174,6,532168,6,60.8
HI,2022-03-25,0,0,233569,0,86.9
PW,2020-02-02,0,0,0,0,
PW,2021-04-08,0,0,0,0,
UT,2020-05-11,78,5,6395,5,
AR,2022-03-26,121,6,832515,6,66.1
PR,2021-07-23,357,0,144645,0,68.1
TX,2020-09-14,3970,65,663404,65,
AS,2020-07-08,0,0,0,0,
AR,2020-03-31,56,1,560,1,
TX,2021-05-10,753,34,2905863,34,39.8
WV,2022-03-05,0,0,492276,0,64.3
KS,2020-03-09,0,0,1,0,
HI,2021-05-11,58,0,33723,0,59.2
AK,2020-12-31,372,3,45771,3,0.0
OK,2021-07-21,1581,4,469982,4,46.4
PR,2020-11-20,1181,12,49264,12,
AS,2022-02-25,12,0,84,0,90.0
HI,2021-02-20,61,0,27011,0,15.3
OK,2022-03-06,0,0,1024471,0,70.1
AS,2022-02-10,0,0,57,0,89.6
PW,2021-02-14,0,0,0,0,
TX,2020-09-20,2466,74,688534,74,
MA,2021-11-23,3111,25,900985,25,84.8
AR,2020-06-15,416,3,12917,3,
AS,2021-09-24,0,0,1,0,60.2
HI,2022-01-04,1500,0,119830,0,89.3
TX,2021-10-06,12566,371,4095261,371,59.9
AK,2020-10-18,210,0,11024,0,
AS,2022-03-24,269,1,2262,1,94.0
PR,2020-10-29,285,6,35397,6,
OK,2021-07-30,2328,4,482963,4,47.8
PR,2020-04-29,18,0,820,0,
UT,2020-04-11,104,1,2206,1,
HI,2021-10-27,175,1,81051,1,78.5
PW,2021-11-25,0,0,10,0,
TX,2021-09-09,29566,408,3763626,408,58.0
MP,2021-09-19,5,0,263,0,62.4
FL,2022-02-02,17730,213,5610493,213,77.3
PW,2020-08-16,0,0,0,0,
PR,2020-03-06,0,0,0,0,
OK,2020-07-04,592,3,22074,3,
GA,2020-11-16,1247,10,426236,10,
AS,2020-03-06,0,0,0,0,
AS,2021-02-24,0,0,4,0,21.2
GA,2021-05-02,1302,0,1102789,0,35.4
FL,2020-07-20,9107,200,360851,200,
NYC,2022-02-28,552,27,2278549,27,
AS,2021-09-11,0,0,0,0,58.2
MA,2021-06-26,56,2,709738,2,70.0
NYC,2021-03-28,4456,64,841865,64,
FL,2020-05-25,499,36,50513,36,
CO,2021-06-19,353,6,560491,6,56.9
UT,2022-03-08,100,24,924891,24,71.3
WV,2020-09-12,347,2,12521,2,
HI,2021-04-26,65,0,32349,0,50.3
KS,2022-02-24,0,0,764239,0,73.3
FL,2021-04-26,5302,49,2174184,49,40.5
MA,2022-02-08,2128,130,1639656,130,95.0
GA,2021-10-31,0,0,1634093,0,56.9
MA,2020-10-22,1049,16,147215,16,
GA,2022-01-31,21534,108,2368052,108,63.6
AK,2020-07-02,38,0,1020,0,
GA,2021-10-17,1105,54,1617909,54,56.0
NYC,2020-10-17,733,9,257601,9,
GA,2021-01-07,9790,65,723630,65,0.0
TX,2021-10-23,3771,209,4192541,209,60.9
NYC,2022-02-10,1509,63,2261612,63,
AR,2022-01-29,0,0,768061,0,65.0
HI,2020-06-19,12,0,788,0,
MA,2022-02-05,0,0,1630462,0,95.0
WV,2020-04-14,68,1,694,1,
GA,2020-09-15,1848,45,310866,45,
AR,2020-05-14,112,1,4348,1,
AK,2021-04-15,186,0,63081,0,38.8
UT,2021-02-03,1591,12,350000,12,0.0
CO,2020-05-29,350,15,26157,15,
UT,2021-12-14,920,12,614270,12,66.0
PR,2020-06-23,7,1,1701,1,
AK,2021-12-28,0,0,150643,0,64.9
CO,2022-02-05,3448,0,1302674,0,77.6
MA,2021-07-14,230,1,711676,1,71.3
AS,2022-01-26,0,0,18,0,88.7
HI,2020-10-14,98,10,13636,10,
WV,2020-06-12,32,2,2249,2,
AR,2020-07-20,699,6,33927,6,
UT,2020-11-10,2517,11,137385,11,
UT,2020-08-06,510,3,43606,3,
AS,2021-12-14,0,0,10,0,82.3
HI,2020-02-28,0,0,0,0,
PR,2020-09-09,145,12,18252,12,
MA,2020-11-24,2576,28,211199,28,
MA,2021-07-18,255,1,712782,1,71.6
PR,2021-09-30,91,6,180947,6,79.2
TX,2020-04-20,535,26,19458,26,
FL,2021-01-08,15056,163,1431597,163,0.0
KS,2021-06-11,135,3,315769,3,47.7
TX,2020-12-25,4335,222,1657857,222,0.0
PR,2021-12-15,471,1,190306,1,87.0
CO,2021-07-20,523,2,573032,2,59.3
AR,2021-04-02,144,3,330753,3,27.3
FL,2020-07-16,11076,200,319224,200,
MA,2021-03-29,1500,26,631031,26,33.3
MA,2021-06-23,68,5,709544,5,69.7
TX,2020-05-19,1219,28,49912,28,
TX,2021-03-12,6505,75,2710849,75,17.6
TX,2021-01-10,15855,304,1954406,304,0.0
CO,2020-08-27,367,4,57727,4,
MA,2020-08-23,0,15,115850,15,
MP,2020-06-03,1,0,23,0,
HI,2021-08-05,635,0,42770,0,71.8
PR,2021-11-03,142,2,184731,2,82.3
MP,2021-10-30,9,0,307,0,64.0
GA,2020-04-03,488,22,5931,22,
TX,2021-08-15,5098,43,3323973,43,54.6
FL,2020-04-20,745,50,26082,50,
KS,2021-01-04,3572,18,231317,18,0.0
AR,2020-06-22,522,2,16083,2,
NYC,2020-03-17,1035,5,2979,5,
CO,2021-06-20,257,6,560748,6,57.0
KS,2021-06-28,117,3,317651,3,49.0
AK,2022-03-08,0,0,233394,0,68.8
AS,2021-02-23,0,0,4,0,19.8
FL,2021-09-04,17288,354,3355895,354,64.4
CO,2021-06-21,226,5,560974,5,57.0
CO,2020-11-09,4004,14,141853,14,
AK,2020-11-16,561,1,23418,1,
NYC,2020-05-31,655,51,206857,51,
WV,2021-04-15,393,16,147596,16,34.1
GA,2020-10-19,1134,19,364909,19,
HI,2021-11-27,132,0,84466,0,81.7
AR,2020-09-29,706,19,82755,19,
WV,2020-08-14,123,4,8274,4,
AR,2022-02-17,1149,45,811669,45,65.5
OK,2020-10-14,1276,20,110994,20,
UT,2022-02-01,2845,20,888368,20,69.8
FL,2020-09-07,1776,91,634027,91,
GA,2020-09-24,1608,49,327158,49,
TX,2020-08-02,6226,192,436711,192,
HI,2021-03-17,66,0,28423,0,24.7
AS,2021-04-21,0,0,0,0,36.5
UT,2021-10-04,1100,4,513509,4,59.1
MP,2020-03-21,0,0,0,0,
WV,2021-06-02,109,3,161967,3,40.9
AK,2022-01-21,6327,0,188612,0,67.5
HI,2022-01-25,1855,0,202064,0,84.6
TX,2021-02-02,23047,244,2415490,244,0.0
HI,2022-01-16,3856,3,165622,3,84.0
GA,2021-05-12,921,41,1112297,41,36.9
TX,2020-04-01,730,21,3996,21,
AS,2021-09-19,0,0,0,0,58.6
GA,2021-02-02,4961,208,917440,208,0.0
NYC,2020-12-19,2700,38,390403,38,
FL,2021-05-14,3310,53,2247099,53,45.1
FL,2022-01-11,71247,151,4901057,151,75.5
KS,2020-06-13,0,0,11047,0,
AK,2020-07-14,43,1,1580,1,
TX,2020-03-11,3,0,18,0,
HI,2021-11-13,78,0,82914,0,80.3
PW,2020-11-02,0,0,0,0,
MA,2020-04-20,1566,183,39643,183,
AS,2021-02-27,0,0,4,0,22.2
KS,2020-11-02,4096,17,89277,17,
AK,2021-08-03,269,2,73257,2,51.7
FL,2020-11-02,4571,47,798450,47,
AR,2021-03-28,69,5,329929,5,25.3
NYC,2021-05-29,322,10,949070,10,
MP,2020-10-20,0,0,86,0,
AR,2020-06-13,548,1,12095,1,
HI,2022-03-13,0,0,231844,0,86.7
MP,2021-09-08,0,0,248,0,61.9
AR,2021-03-16,396,12,327456,12,19.5
TX,2021-07-24,6482,28,3062715,28,50.4
CO,2020-09-06,281,1,60811,1,
HI,2020-08-28,310,4,8113,4,
AS,2020-05-12,0,0,0,0,
PR,2020-04-26,0,1,766,1,
AK,2021-12-23,0,0,149815,0,64.7
PW,2021-05-16,0,0,0,0,
HI,2020-07-09,27,0,1136,0,
NYC,2020-12-01,2354,15,324863,15,
TX,2020-09-13,1845,68,659434,68,
FL,2020-05-19,474,35,45854,35,
GA,2020-02-01,0,0,0,0,
HI,2021-12-21,692,0,91202,0,85.3
OK,2020-04-26,62,3,3952,3,
TX,2021-12-01,3620,100,4319782,100,64.2
UT,2020-02-27,0,0,0,0,
WV,2020-07-15,150,1,4557,1,
WV,2021-11-30,780,31,294794,31,53.9
AR,2021-10-25,161,11,510406,11,57.6
FL,2022-02-11,8897,178,5741206,178,77.6
MP,2021-12-30,123,0,3208,0,83.6
AR,2020-03-04,0,0,0,0,
CO,2020-10-18,1053,0,88574,0,
PW,2020-02-10,0,0,0,0,
WV,2020-08-09,131,8,7694,8,
NYC,2021-08-27,1738,9,1028429,9,
MA,2020-03-06,5,0,7,0,
KS,2021-07-24,495,1,327762,1,52.4
TX,2022-02-09,12587,294,6407921,294,70.1
CO,2021-02-10,1200,24,419622,24,0.0
CO,2021-11-06,3337,0,771899,0,68.1
AK,2021-08-28,370,0,83250,0,53.9
KS,2021-06-05,102,0,314893,0,47.1
PW,2021-05-30,0,0,0,0,
MP,2020-08-07,1,0,47,0,
PR,2021-09-19,187,5,178962,5,78.2
MA,2021-01-05,4634,71,397202,71,0.0
MP,2021-11-05,9,0,339,0,70.7
KS,2021-06-08,200,0,315299,0,47.5
HI,2021-01-18,115,0,23840,0,0.0
PW,2020-06-07,0,0,0,0,
NYC,2020-07-12,327,5,222261,5,
AK,2020-03-31,10,0,128,0,
MA,2020-05-05,1184,142,70271,142,
TX,2020-11-21,14922,155,1183847,155,
PR,2021-02-23,101,9,100775,9,10.1
GA,2021-03-20,1717,66,1044134,66,18.1
MA,2020-12-23,4814,50,335988,50,0.0
MA,2020-11-30,1168,43,226132,43,
WV,2020-11-19,1122,11,37399,11,
HI,2021-12-04,117,4,85203,4,82.6
TX,2022-03-11,7878,102,6597153,102,71.4
AK,2021-08-15,333,0,77009,0,52.6
NYC,2021-09-17,1736,10,1064790,10,
PR,2020-10-23,692,8,32995,8,
KS,2021-09-29,1241,27,408934,27,59.8
PR,2020-06-14,9,0,1574,0,
TX,2020-05-10,1009,27,38869,27,
NYC,2021-08-18,2373,8,1011311,8,
HI,2020-09-30,107,2,12480,2,
MP,2021-02-21,8,0,143,0,16.8
WV,2020-02-23,0,0,0,0,
TX,2020-11-12,10589,158,1075654,158,
AR,2020-04-13,103,1,1410,1,
AS,2020-07-11,0,0,0,0,
FL,2020-08-13,6012,168,549341,168,
GA,2021-11-21,0,0,1654649,0,58.4
HI,2020-05-30,0,0,644,0,
TX,2021-09-28,14771,265,4023240,265,59.4
AK,2020-02-14,0,0,0,0,
TX,2020-08-29,4762,88,606530,88,
HI,2020-10-01,86,3,12566,3,
NYC,2021-10-03,1444,9,1090226,9,
MA,2021-09-01,2037,11,761906,11,75.4
MP,2021-09-26,0,0,266,0,62.7
KS,2021-08-02,569,5,334636,5,53.6
NYC,2021-11-12,1584,8,1135743,8,
WV,2020-05-24,42,0,1771,0,
NYC,2022-02-24,888,38,2276124,38,
PW,2020-01-22,0,0,0,0,
GA,2021-01-23,8985,186,862158,186,0.0
MA,2021-12-04,0,0,935844,0,86.5
PW,2021-04-29,0,0,0,0,
OK,2021-02-28,266,12,433168,12,17.4
UT,2021-01-20,2087,10,328308,10,0.0
TX,2021-07-09,2397,1,3004105,1,48.9
AR,2020-04-09,56,3,1127,3,
WV,2020-06-11,24,1,2217,1,
PR,2020-04-25,7,0,766,0,
AS,2020-05-18,0,0,0,0,
GA,2021-02-22,1536,91,987041,91,11.2
AK,2021-09-02,670,0,86028,0,54.4
CO,2021-01-30,1557,0,406260,0,0.0
PR,2021-07-01,64,1,141387,1,64.5
HI,2020-09-07,66,1,9986,1,
FL,2021-01-25,9483,166,1631064,166,0.0
AR,2021-08-04,2838,15,394461,15,48.0
AR,2021-01-14,2491,42,264511,42,0.0
TX,2020-02-10,0,0,0,0,
CO,2022-01-20,15996,42,1190739,42,76.8
PW,2020-02-08,0,0,0,0,
AK,2022-01-22,0,0,188612,0,67.6
PW,2021-12-19,0,0,10,0,
KS,2021-08-07,889,7,340416,7,54.3
GA,2020-09-04,2298,63,290938,63,
AS,2021-02-11,0,0,3,0,0.0
GA,2020-07-26,2740,3,171200,3,
MA,2021-12-15,5763,28,991709,28,88.3
WV,2021-03-06,326,5,133290,5,20.0
OK,2020-12-25,2717,48,302990,48,0.0
HI,2021-12-12,209,5,86225,5,83.5
TX,2021-05-17,500,38,2920389,38,41.3
KS,2020-11-27,5224,26,153021,26,
KS,2021-09-07,1145,12,381703,12,58.0
HI,2021-03-27,189,3,29426,3,29.8
FL,2021-06-01,1300,45,2285806,45,49.3
AR,2020-09-23,982,20,77963,20,
OK,2020-10-20,1486,25,118187,25,
AK,2020-09-13,62,0,6277,0,
AS,2020-01-27,0,0,0,0,
CO,2022-02-04,2715,8,1299226,8,77.6
AR,2021-08-03,2343,16,391623,16,47.4
NYC,2021-01-28,5945,82,601298,82,
TX,2022-03-20,2422,7,6620575,7,71.8
FL,2021-01-02,10466,144,1334146,144,0.0
AR,2021-11-11,673,22,518348,22,58.8
NYC,2021-01-18,4398,69,545407,69,
MA,2020-06-24,111,25,102762,25,
KS,2020-04-27,154,2,3328,2,
OK,2021-11-30,585,2,667512,2,62.8
WV,2021-07-26,138,0,166108,0,45.9
AR,2020-09-02,615,27,62112,27,
HI,2020-10-09,153,2,13263,2,
AK,2021-09-16,1027,0,95132,0,56.2
CO,2022-01-11,15001,62,1078259,62,75.4
WV,2020-07-22,262,1,5461,1,
NYC,2020-07-27,168,12,227408,12,
MP,2020-06-21,0,0,30,0,
PW,2020-05-08,0,0,0,0,
KS,2020-04-14,101,9,1477,9,
FL,2020-10-10,3592,47,717392,47,
AS,2020-02-11,0,0,0,0,
AS,2022-02-18,0,0,57,0,89.8
PR,2020-08-11,158,9,11156,9,
MA,2020-03-24,382,9,1159,9,
AS,2021-05-08,0,0,0,0,39.7
WV,2020-12-31,1109,20,85334,20,0.0
AR,2020-11-14,1848,11,132166,11,
CO,2020-03-19,69,0,280,0,
MP,2022-03-22,43,0,10777,0,87.3
CO,2020-11-23,4487,4,214267,4,
AR,2021-07-25,1022,6,375350,6,45.5
AK,2020-05-27,1,0,414,0,
FL,2020-05-16,1135,38,44119,38,
AK,2022-03-13,0,0,235505,0,68.9
CO,2021-11-29,1462,51,836146,51,71.4
FL,2020-08-23,2025,127,587999,127,
FL,2020-12-23,12823,113,1219650,113,0.0
MA,2021-03-15,1156,24,603464,24,25.4
GA,2020-09-30,1906,27,335717,27,
TX,2022-02-18,10475,240,6501313,240,70.6
PR,2021-04-11,1092,2,117758,2,26.5
FL,2020-09-20,1634,64,668690,64,
FL,2020-11-30,8691,74,984966,74,
OK,2021-07-06,151,0,459675,0,45.2
NYC,2021-03-11,4423,73,773069,73,
PR,2021-12-08,165,0,189226,0,86.0
PW,2021-06-12,0,0,2,0,
GA,2020-08-05,3888,63,206796,63,
OK,2020-09-09,1357,8,71648,8,
MA,2020-01-24,0,0,0,0,
CO,2021-03-18,1358,11,456746,11,22.3
TX,2020-05-04,784,31,32332,31,
GA,2020-03-16,49,0,240,0,
AR,2020-06-12,731,5,11547,5,
GA,2020-12-16,6624,68,560619,68,0.0
CO,2022-03-05,467,0,1336647,0,78.5
WV,2020-03-24,19,0,39,0,
WV,2021-05-04,344,9,154551,9,36.0
WV,2021-09-03,1717,0,194505,0,47.2
AR,2020-02-05,0,0,0,0,
KS,2022-01-31,7846,14,730670,14,72.5
TX,2021-03-16,5068,79,2726194,79,19.3
FL,2020-04-08,1046,43,15209,43,
PR,2021-08-12,1307,9,156593,9,70.1
TX,2021-09-24,13498,436,3984407,436,59.5
UT,2021-03-27,460,10,384173,10,24.4
MA,2020-11-23,1773,36,208623,36,
AR,2022-03-04,485,20,822202,20,65.8
AK,2021-01-29,177,0,52507,0,0.0
NYC,2022-01-09,125572,110,1955434,110,
AK,2020-07-19,83,0,1881,0,
AK,2021-08-17,431,5,77774,5,52.8
KS,2021-03-14,0,0,297748,0,21.2
HI,2021-01-21,112,3,24663,3,0.0
AS,2021-05-15,0,0,0,0,40.4
MP,2020-10-01,0,0,70,0,
KS,2020-10-26,2446,1,78676,1,
UT,2020-09-23,1453,-1,66497,-1,
UT,2021-12-06,3457,31,605409,31,65.1
GA,2022-02-04,8798,108,2403125,108,63.8
GA,2021-10-04,2600,69,1589857,69,55.1
OK,2020-12-20,2215,46,285784,46,0.0
GA,2022-01-21,18671,88,2229675,88,63.3
MA,2020-11-27,4658,40,219252,40,
PR,2021-05-21,156,6,138842,6,47.0
PR,2021-06-02,73,5,140006,5,51.1
WV,2021-05-16,238,4,158468,4,38.0
KS,2021-06-06,102,0,314995,0,47.2
OK,2020-07-28,847,12,40616,12,
TX,2020-12-31,18725,266,1756172,266,0.0
FL,2021-03-12,5172,68,1930197,68,19.0
HI,2020-07-22,54,1,1463,1,
CO,2020-02-25,0,0,0,0,
OK,2020-03-26,100,2,1216,2,
HI,2021-04-08,121,3,30673,3,35.0
AR,2020-11-18,1715,30,137617,30,
PR,2020-10-12,533,3,28685,3,
KS,2020-08-08,0,0,30638,0,
HI,2021-02-09,28,0,26456,0,0.0
WV,2021-01-06,1516,39,94678,39,0.0
HI,2021-04-15,95,0,31337,0,38.2
WV,2021-08-10,457,0,170656,0,46.3
CO,2021-08-08,904,6,589438,6,61.2
OK,2021-01-14,2945,61,371475,61,0.0
GA,2020-12-15,7437,56,553995,56,0.0
KS,2022-02-05,0,0,744493,0,72.7
GA,2020-04-08,1130,20,10080,20,
OK,2020-08-13,778,18,50953,18,
KS,2020-09-29,0,0,58629,0,
NYC,2022-01-22,0,0,2173212,0,
OK,2022-01-19,13406,132,866403,132,68.4
PW,2021-02-26,0,0,0,0,
AK,2021-07-17,146,0,69599,0,50.7
OK,2021-03-22,221,5,440178,5,27.3
MA,2020-02-20,0,0,1,0,
FL,2020-07-26,8679,207,422127,207,
OK,2020-09-02,1117,18,65445,18,
PR,2021-06-17,92,0,140850,0,54.8
FL,2020-09-03,3173,98,624310,98,
AK,2020-06-12,14,0,630,0,
FL,2021-07-12,6552,40,2386394,40,54.9
KS,2020-04-11,38,4,1279,4,
FL,2022-02-26,1384,67,5804348,67,78.0
OK,2021-05-03,172,4,449692,4,38.8
FL,2022-03-26,1074,1,5843917,1,78.6
NYC,2022-03-12,0,0,2285511,0,
UT,2022-03-30,133,3,927782,3,71.6
NYC,2020-06-07,417,31,210194,31,
MP,2021-07-31,0,0,190,0,56.9
MP,2020-06-25,0,0,30,0,
PW,2020-03-17,0,0,0,0,
PW,2021-05-06,0,0,0,0,
TX,2021-07-14,3020,30,3014340,30,49.4
GA,2021-04-20,1312,14,1086473,14,32.8
MA,2020-06-04,412,44,98376,44,
MA,2020-08-13,319,12,113517,12,
OK,2020-10-25,1148,18,125377,18,
OK,2021-04-06,289,5,443733,5,33.3
UT,2022-01-15,0,0,750334,0,68.4
CO,2021-02-26,1327,15,437328,15,15.2
CO,2021-12-04,2461,0,851052,0,71.9
MP,2020-05-18,0,0,21,0,
WV,2021-06-04,121,6,162232,6,41.0
PR,2022-01-05,14560,14,327308,14,89.4
GA,2022-01-28,18785,150,2346518,150,63.6
WV,2021-10-21,1100,19,264002,19,48.7
UT,2020-05-15,175,1,7012,1,
AR,2021-02-14,466,13,313028,13,11.2
GA,2020-06-24,1835,11,69639,11,
UT,2021-08-27,1286,8,459875,8,56.0
KS,2021-12-12,0,0,486109,0,67.6
PR,2020-08-20,303,2,14114,2,
MA,2021-02-03,2455,59,531117,59,0.0
FL,2020-10-26,4263,41,768579,41,
MA,2020-06-17,180,29,101654,29,
AR,2020-05-26,151,2,6180,2,
FL,2021-07-01,2918,26,2341109,26,53.8
GA,2020-08-29,2554,105,277688,105,
TX,2020-08-11,9803,211,500620,211,
GA,2021-02-26,3434,20,1000822,20,11.7
UT,2020-06-15,357,5,14826,5,
WV,2021-03-18,382,5,136716,5,24.3
MP,2020-04-20,0,0,14,0,
WV,2020-07-13,69,1,4313,1,
MP,2020-05-22,1,0,22,0,
NYC,2021-12-03,0,0,1166476,0,
AR,2021-02-09,1475,42,308848,42,0.0
TX,2020-12-11,14451,229,1448002,229,
PR,2020-04-10,10,2,444,2,
NYC,2021-08-09,1248,15,992005,15,
AK,2021-07-15,133,0,69320,0,50.6
UT,2021-09-01,1685,6,466107,6,56.5
AK,2021-11-08,1339,50,138161,50,60.0
GA,2022-02-03,8029,131,2394327,131,63.8
AR,2021-12-25,1024,14,549991,14,62.5
MA,2020-09-21,256,17,127796,17,
CO,2021-03-13,1274,12,452798,12,20.8
AR,2020-11-25,1965,20,150277,20,
TX,2021-12-03,4690,74,4329541,74,64.4
AS,2021-03-01,0,0,4,0,22.2
TX,2020-05-27,1361,23,57921,23,
CO,2020-12-09,3741,267,289458,267,
AR,2021-07-22,1860,15,370326,15,44.6
GA,2021-09-02,8412,136,1421696,136,51.6
AS,2021-05-28,0,0,0,0,42.1
MA,2021-09-17,2178,21,790953,21,76.5
UT,2020-09-29,694,4,72136,4,
OK,2021-04-02,249,0,442860,0,32.1
WV,2020-04-13,15,1,626,1,
GA,2021-10-20,1682,158,1622376,158,56.1
KS,2020-11-23,7526,46,142059,46,
AR,2022-01-18,3213,15,687989,15,64.0
PR,2020-11-05,614,6,38940,6,
MP,2020-10-08,0,0,75,0,
CO,2021-08-11,1322,3,592246,3,61.4
KS,2020-05-08,357,5,6501,5,
NYC,2022-03-06,2174,28,2282822,28,
TX,2021-07-25,2330,18,3065073,18,50.7
MP,2022-03-07,74,0,10229,0,87.1
MP,2022-02-02,0,0,5314,0,86.1
UT,2020-05-02,153,3,4981,3,
WV,2020-11-27,866,0,45046,0,
PR,2020-08-17,100,11,13254,11,
AR,2021-09-21,1401,17,486853,17,55.1
HI,2021-12-07,51,0,85464,0,82.9
NYC,2021-11-08,1120,0,1130586,0,
TX,2020-02-09,0,0,0,0,
PR,2020-04-24,30,2,759,2,
NYC,2021-02-10,5607,86,659574,86,
AS,2020-06-01,0,0,0,0,
MP,2022-03-19,0,0,10689,0,87.3
GA,2021-03-09,1761,30,1026692,30,13.4
NYC,2021-01-09,6583,54,493488,54,
WV,2021-11-22,557,31,289524,31,53.8
MP,2020-02-01,0,0,0,0,
UT,2021-06-22,249,3,412019,3,47.9
PW,2021-12-28,2,0,12,0,
UT,2021-10-12,1093,10,524556,10,59.8
AR,2020-12-14,1355,45,187057,45,0.0
PR,2020-07-14,191,3,3568,3,
AS,2020-11-24,0,0,3,0,
PW,2021-09-11,0,0,5,0,
AR,2020-03-11,1,0,1,0,
GA,2020-04-24,681,26,21537,26,
FL,2020-12-26,7059,130,1243201,130,0.0
WV,2020-08-01,93,0,6735,0,
AS,2021-06-15,0,0,0,0,44.1
GA,2020-08-26,2603,49,269637,49,
MP,2020-09-15,1,0,61,0,
FL,2021-03-07,3389,58,1905572,58,17.3
MA,2021-04-17,1968,14,671250,14,47.7
KS,2020-02-14,0,0,0,0,
AS,2020-09-14,0,0,0,0,
OK,2021-07-03,224,2,459074,2,45.1
UT,2021-01-12,2146,26,309629,26,0.0
AR,2020-08-04,784,15,45381,15,
PR,2020-03-09,0,0,0,0,
NYC,2020-07-24,349,8,226602,8,
KS,2022-01-04,0,0,534399,0,69.7
UT,2020-04-29,182,1,4605,1,
PW,2020-04-14,0,0,0,0,
HI,2020-02-13,0,0,0,0,
OK,2021-09-20,1449,63,598557,63,55.8
TX,2020-12-06,10380,177,1375313,177,
AR,2021-07-29,2843,11,382569,11,46.3
FL,2020-06-13,2124,27,73148,27,
AK,2020-03-15,0,0,1,0,
OK,2020-07-29,721,9,41337,9,
CO,2021-04-05,980,0,479227,0,33.1
FL,2021-12-29,57594,44,4118935,44,74.4
UT,2020-07-26,438,2,38502,2,
MP,2021-08-21,3,0,224,0,60.5
AR,2021-01-15,3124,35,267635,35,0.0
PW,2021-03-16,0,0,0,0,
PR,2020-09-24,302,9,23360,9,
AK,2021-07-25,178,0,71107,0,51.0
AS,2020-03-15,0,0,0,0,
OK,2021-06-09,122,0,454216,0,42.1
OK,2021-03-24,281,10,440753,10,28.1
FL,2021-04-12,9115,60,2092993,60,34.8
GA,2021-05-22,602,24,1119614,24,38.6
WV,2021-04-17,446,3,148517,3,34.5
PW,2021-10-26,0,0,10,0,
FL,2020-05-31,699,37,55132,37,
OK,2020-12-29,5925,57,316545,57,0.0
WV,2020-10-27,483,8,22706,8,
HI,2021-04-07,73,0,30552,0,34.6
NYC,2021-07-16,593,4,961875,4,
UT,2021-09-08,1539,7,475625,7,57.1
PR,2021-01-13,1125,17,87320,17,0.0
CO,2020-10-01,718,3,73404,3,
TX,2020-07-26,5810,223,381656,223,
NYC,2022-01-07,0,0,1829862,0,
MA,2020-06-10,203,35,100158,35,
NYC,2021-03-16,2738,45,791342,45,
AR,2020-12-16,2306,58,191504,58,0.0
PR,2021-09-23,273,8,179756,8,78.6
WV,2021-08-08,345,2,169852,2,46.3
GA,2020-04-28,582,81,23850,81,
WV,2020-12-09,1402,31,58462,31,
GA,2021-08-08,4346,9,1220131,9,47.2
PW,2020-03-03,0,0,0,0,
AR,2021-04-27,229,5,334998,5,35.0
PR,2022-01-28,3404,36,453669,36,92.8
AS,2020-06-21,0,0,0,0,
WV,2021-10-23,873,0,265879,0,48.8
FL,2021-03-26,5732,63,1997266,63,25.8
TX,2021-03-05,6853,102,2678295,102,14.1
CO,2022-02-21,462,0,1328857,0,78.2
NYC,2021-10-12,1177,25,1102988,25,
PW,2021-02-08,0,0,0,0,
TX,2021-02-19,2937,199,2577131,199,11.1
WV,2021-08-24,785,1,180804,1,46.8
CO,2021-12-24,5844,22,897810,22,74.1
MP,2020-06-15,0,0,30,0,
CO,2022-01-23,8474,0,1225022,0,77.0
HI,2021-10-18,109,4,79941,4,77.8
AS,2020-09-15,0,0,0,0,
MP,2021-03-26,0,0,159,0,27.1
AS,2020-07-17,0,0,0,0,
PW,2021-08-26,0,0,4,0,
GA,2020-07-25,3822,53,168460,53,
MP,2021-04-19,0,0,162,0,36.1
PR,2021-05-10,42,13,136811,13,43.0
NYC,2021-07-07,559,2,957460,2,
PR,2020-09-20,39,1,21601,1,
PW,2022-01-18,0,0,152,0,
KS,2021-05-12,206,13,311338,13,44.1
